scene,cluster,N_points,dx,dy,dz,x_mean,y_mean,z_mean,intensity_mean,intensity_std
0000005,16,5,0.28087282,0.32336617,0.08991124,0.59137124,-22.252491,-0.19399536,11.6,7.98749
0000005,17,7,0.10334657,0.09775257,0.26291043,0.12725748,-14.618329,0.0113512,14.571428,8.141603
0000005,18,19,2.1110396,0.19517708,0.29753608,-1.0689417,-16.288631,-0.1722345,6.1578946,8.098444
0000005,19,5,0.70368624,0.80802345,0.04598272,-3.2503364,-15.910011,-0.2489742,2.6,0.5477226
0000005,20,6,0.093117476,0.031157494,0.2673323,-3.9694993,-13.789462,-0.08734701,6.5,4.3703547
0000008,0,64860,24.27354,31.45967,0.75362754,1.6566521,0.07955555,0.25825992,3.7852144,5.903601
0000008,1,5,0.19942379,0.27393055,0.23367158,14.320009,12.27072,0.4886549,9.0,4.6368093
0000008,2,5,0.058781624,0.11794567,0.20675743,14.323755,8.750161,0.42544216,11.0,5.2915025
0000008,3,18,4.3874283,2.8941197,0.39198208,53.788364,-5.4383125,1.0910243,22.444445,7.845735
0000008,4,241,21.15018,15.874527,1.0850203,36.850365,-16.030964,0.70629734,22.20332,28.506361
0000008,5,24,1.5575714,1.0549641,1.0945059,31.46567,-31.67364,0.38155556,14.875,6.94896
0000008,6,34,3.533413,2.964037,0.53179693,20.888063,-29.278196,0.4076812,46.82353,64.30348
0000008,7,7,0.3550787,0.21386814,0.23884386,10.379891,-15.551545,-0.07593794,3.2857144,2.4299717
0000008,8,38,2.702795,1.5764198,0.8208295,18.700119,-37.559345,0.23789845,23.026316,7.0384536
0000008,9,6,0.55502224,1.3527393,0.27887648,8.28411,-16.047993,-0.11170841,4.8333335,4.167333
0000008,10,5,0.5750046,0.53834915,0.23998582,14.940639,-34.236744,0.41280285,8.0,2.0
0000008,11,84,4.4425526,1.3052845,0.8352649,11.506128,-31.876122,0.06811812,20.583334,11.73524
0000008,12,26,2.8154354,0.26384735,0.77609056,9.078154,-36.051487,-0.06809774,15.423077,8.718592
0000008,13,57,4.564345,0.28023148,0.69581735,5.8585877,-32.38238,0.03441317,28.894737,16.01415
0000008,14,7,1.1815588,0.11819458,0.23567699,2.289111,-17.425745,-0.25247955,14.142858,11.725024
0000008,15,5,0.10098219,0.05285263,0.19474253,-0.80261004,-15.430418,-0.18371087,18.0,9.165152
0000008,16,59,6.0873055,6.319681,0.07503009,-3.6356306,-14.183944,-0.3028892,2.3898306,0.6163561
0000008,17,6,1.0029483,1.4883032,0.024481297,-5.191852,-16.743555,-0.35582352,3.1666667,0.4082483
0000008,18,116,11.468422,7.9952507,0.16931042,-0.8881413,13.828702,0.33421728,3.5431035,0.9636186
0000012,0,63848,18.57657,21.5817,0.52963114,1.5572325,-0.13776956,0.25897923,3.9212506,5.909483
0000012,1,7,0.21209526,0.2308712,0.0016805045,-4.5364122,6.5963197,0.054980844,1.0,0.0
0000012,2,378,21.126955,18.37165,0.49576414,7.6424284,6.963231,0.17911758,4.2010584,1.9737802
0000012,3,196,17.288527,4.2631245,0.20190772,2.0808368,13.521211,0.17040356,2.9234693,0.8407934
0000012,4,72,9.250104,3.6728544,0.108931825,-1.8854489,15.425345,0.16957958,2.9305556,0.7566864
0000012,5,263,21.388556,7.745427,0.2359503,4.7699018,11.087439,0.1629038,3.296578,1.0644622
0000012,6,10,1.9657454,0.041704178,0.025507107,4.6224427,16.758583,0.25267002,3.2,0.42163703
0000012,7,5,1.1967626,0.11444664,0.011865288,6.3945284,16.818241,0.2731587,3.6,0.8944272
0000012,8,21,4.289548,1.8520613,0.08460075,9.5707655,15.950566,0.32508722,3.5714285,0.8106435
0000012,9,7,0.7716255,0.45291328,0.013826728,12.039015,21.355988,0.4154768,9.0,1.8257419
0000012,10,21,1.87745,3.0753345,0.07373774,13.830367,19.754389,0.464,9.904762,2.1190743
0000012,11,15,2.1988564,1.9488516,0.04184848,13.124568,11.358232,0.3273547,2.6666667,0.48795003
0000012,12,6,0.2942772,0.6923387,0.005442828,17.464214,4.2553782,0.31760725,2.8333333,0.4082483
0000012,13,5,0.16648293,0.10295391,0.21496558,17.629217,1.626976,0.42674723,12.4,9.964938
0000012,14,7,0.092017174,0.1769107,0.25788945,14.820617,-0.25230896,0.37751028,6.0,4.6547465
0000012,15,6,0.14092827,0.23094785,0.23703042,19.371695,0.10431329,0.4139398,9.166667,7.467708
0000012,16,7,0.22941017,0.2769313,0.28491586,22.596697,-5.309311,0.4133172,5.857143,8.783101
0000012,17,10,1.3090591,1.3105412,0.013145372,13.246338,-9.927472,0.23893861,2.6,0.5163978
0000012,18,10,1.2640572,0.711442,0.29736963,10.857301,-12.090649,0.24539928,4.3,2.4966645
0000012,19,8,0.1700182,0.13150406,0.25470757,8.9426985,-11.242283,0.3099908,5.875,6.512351
0000012,20,9,1.3113356,0.7563076,0.020523444,9.079827,-12.797799,0.19167766,2.6666667,0.70710677
0000012,21,10,0.808722,0.3942213,0.28946358,7.468385,-14.26711,0.26173195,5.8,4.049691
0000012,22,169,12.630502,5.653695,0.42010707,-0.49781808,-12.702608,0.055185337,4.976331,4.9049935
0000012,23,5,0.1258263,0.004655838,0.25452855,0.19303828,-19.751476,0.17222127,10.6,3.5777087
0000012,24,85,8.315772,5.892765,0.35015714,-2.5773213,-14.850652,0.014970324,3.5058823,4.385103
0000012,25,7,1.2770607,1.4512177,0.016362637,-3.892775,-39.0712,0.08801621,9.285714,2.6276913
0000012,26,7,1.1056237,1.1411629,0.016245358,-7.009893,-35.416237,0.047328766,6.428571,2.9358215
0000012,27,7,0.5562992,0.14285469,0.24875787,-5.1345205,-17.868904,0.031600397,4.857143,2.8535693
0000012,28,6,0.33463,0.22830391,0.1433258,-9.295618,-18.7674,0.021857554,5.0,4.1472883
0000013,0,65058,23.294777,25.431911,0.8621616,1.4810405,-0.066953,0.274712,3.7647483,5.9468474
0000013,1,9,0.06350422,0.15983915,0.2202388,10.445327,-6.778776,0.3513796,8.666667,6.8007355
0000013,2,13,0.53075886,1.967104,0.21272355,14.175757,-8.355767,0.30905646,7.5384617,8.84699
0000013,3,6,0.9313278,0.641304,0.42361698,32.92278,-52.921192,0.1973088,14.5,2.258318
0000013,4,5,0.13807797,0.09585571,0.24664855,3.01047,-20.699886,-0.1281297,3.6,1.8165902
0000013,5,5,0.1175125,0.054553986,0.22990091,-0.055764418,-17.482254,-0.06616479,15.0,9.273619
0000013,6,7,0.15745759,0.05785656,0.22742414,-0.32936415,-12.458725,0.014591697,10.428572,6.996598
0000013,7,5,0.107363045,0.07025337,0.18763982,-0.9973353,-15.904486,-0.03301656,16.8,10.449881
0000013,8,6,0.105201244,0.055826187,0.18506315,-2.1637545,-15.3062525,-0.02655535,14.0,8.074652
0000013,9,102,8.987535,14.364357,0.34522995,-18.409683,-36.533966,-0.48987526,15.205882,6.900048
0000013,10,5,0.09792662,0.04637432,0.18966386,-6.0701523,-14.624062,-0.14768054,13.8,6.8702254
0000013,11,5,0.24759483,0.06344795,0.21544914,-7.7439423,-15.612379,-0.25371826,10.2,5.1672044
0000013,12,6,0.118392944,0.120874405,0.23357198,-5.950501,-11.301341,-0.087219425,5.8333335,2.136976
0000013,13,314,22.78299,11.803402,0.398037,5.7294927,9.622552,0.41245106,3.8121018,1.084179
0000013,14,220,19.412352,6.6782656,0.3787061,3.9047866,12.786328,0.45427302,3.6,1.1119936
0000013,15,5,0.34448242,1.3368642,0.0031501055,30.31695,-4.7296076,0.81678057,12.2,2.6832817
0000014,0,64884,23.24062,24.100887,0.76206124,1.5607324,0.0560853,0.27391884,3.9424202,6.1409335
0000014,1,6,1.1440067,0.3320551,0.021110177,11.550647,12.198128,0.5909777,2.8333333,0.7527726
0000014,2,5,0.36179543,0.77680826,0.00057047606,21.963238,5.0803146,0.6436177,8.8,2.9495761
0000014,3,19,1.5527458,3.2046077,0.1245625,20.439058,1.4709744,0.52509195,6.1578946,1.951158
0000014,4,6,0.83800507,0.93328154,0.0029613972,17.752945,0.06432095,0.40783596,2.6666667,0.5163978
0000014,5,9,1.2523041,1.9260898,0.022093832,17.28724,-3.2270114,0.3148551,3.3333333,0.70710677
0000014,6,6,0.8115349,0.5644145,0.0039325655,19.779358,-1.333829,0.39796564,5.6666665,1.9663842
0000014,7,7,0.08675575,0.08433914,0.25982514,11.431645,-8.483714,0.10131295,17.571428,9.795528
0000014,8,7,0.37395668,0.20788383,0.31360185,12.532922,-11.394403,-0.045268152,9.285714,9.827076
0000014,9,11,1.4646149,1.6009903,1.104899,41.02875,-41.74274,0.39700526,17.727272,9.665308
0000014,10,6,0.11764431,0.091267586,0.28525904,9.201535,-12.349389,-0.01739001,4.5,3.2093613
0000014,11,138,10.782503,6.0182056,0.31981218,-1.0379881,-12.9628525,-0.2387149,3.3043478,2.6570625
0000014,12,6,0.6857365,0.1655426,0.24210009,-1.1327325,-17.880455,-0.32175305,13.5,11.238327
0000014,13,241,18.235468,16.13931,0.94664335,-14.278485,-40.34257,-0.5264348,17.095436,8.546638
0000014,14,8,0.31072092,0.14813614,0.21346083,-2.4253078,-16.64826,-0.27787513,9.375,4.867898
0000014,15,16,2.2162762,2.739193,0.28557253,-5.093886,-13.70099,-0.29252738,2.8125,1.5585784
0000015,0,64364,24.429771,24.549675,0.6321597,1.5331526,0.057254292,0.25998452,3.8086975,5.8235044
0000015,1,176,16.218735,6.3810387,0.2294074,0.8635933,12.7039,0.35433266,3.2897727,2.0760148
0000015,2,9,0.80013466,1.0817051,0.029149354,12.557751,16.637962,0.50427186,8.333333,2.236068
0000015,3,18,1.4408464,1.5214539,0.13836378,12.961214,14.318305,0.43749255,6.9444447,2.4608037
0000015,4,8,1.7107849,0.3140602,0.025328994,16.935406,16.939861,0.5696142,7.5,1.3093073
0000015,5,7,1.314004,0.19783401,0.013713896,15.890768,14.906545,0.43536368,7.0,1.1547005
0000015,6,9,0.4081812,0.9911556,0.09492439,13.001046,10.323505,0.38961485,7.3333335,3.6742346
0000015,7,11,2.0938606,0.6408701,0.022938967,19.675089,14.927192,0.46535376,9.454545,2.339386
0000015,8,28,4.3575706,1.3210001,0.02240631,16.134748,9.669665,0.3826532,5.357143,1.6150745
0000015,9,6,1.0268955,0.25788593,0.0029084682,20.10999,8.917371,0.3948772,5.8333335,1.1690452
0000015,10,10,0.52692604,3.350151,0.020684145,20.282444,-1.6333898,-0.022823613,3.5,0.70710677
0000015,11,33,2.0220823,7.935093,0.10171852,17.039988,-4.8096833,-0.08597742,2.6969697,0.7282191
0000015,12,19,0.3461876,2.643137,0.71845484,51.927296,-13.691117,0.74241036,18.421053,5.7572737
0000015,13,11,1.2472343,2.8947353,0.42861384,57.660744,-27.08194,0.86883223,21.09091,8.336121
0000015,14,5,0.07565212,0.092309,0.20003375,15.137189,-6.6947527,0.025243348,13.0,7.3484693
0000015,15,5,0.055419922,0.13338757,0.24212402,17.885199,-9.022219,0.037316598,8.6,4.5055523
0000015,16,9,1.6644888,1.583086,0.029504046,12.542792,-12.244591,-0.16105469,2.4444444,0.72648317
0000015,17,181,12.960941,6.3491797,0.33121294,0.85641074,-11.524945,-0.119965024,4.044199,2.8123205
0000015,18,328,34.593727,4.2077446,1.0647864,0.39108294,-42.2308,-0.1282708,20.734756,7.6697755
0000015,19,6,0.57825375,0.29201126,0.30877066,15.743118,-44.86986,-0.061264142,10.0,3.224903
0000015,20,128,9.430061,7.8497124,0.29644305,-1.4236594,-12.530953,-0.13076594,3.5625,3.0111341
0000015,21,5,0.119724035,0.064661026,0.20835538,0.6930849,-17.008692,-0.09318588,14.4,12.381437
0000015,22,59,4.276133,6.0704784,0.1319257,-4.0912213,-13.577217,-0.16560388,3.0847456,2.0450792
0000016,0,65054,24.425716,25.258463,0.87759846,1.5821372,-0.00046918308,0.25810185,3.8983922,5.8850904
0000016,1,9,0.5048752,0.42911148,0.5624263,30.541832,-31.637094,0.44449514,18.0,8.803409
0000016,2,479,32.191326,14.395309,1.3702661,12.850177,-38.843216,0.14101173,18.425888,7.3676777
0000016,3,7,0.14420223,0.13480473,0.2592389,9.206317,-11.319358,0.10397383,6.428571,5.533448
0000016,4,5,0.107008934,0.10403347,0.21337126,10.426755,-15.347898,0.07706281,10.6,9.071935
0000016,5,6,0.13500261,0.06680584,0.20134577,7.7401137,-14.28094,0.032341663,9.166667,4.833908
0000016,6,6,0.11733484,0.108860016,0.18761528,3.909807,-14.633695,0.01757785,12.833333,6.047038
0000016,7,5,0.10822368,0.046979904,0.20064268,3.1651764,-15.684667,-0.04252688,18.0,12.144958
0000016,8,10,1.6027815,1.5800514,0.25596824,2.308539,-18.413889,-0.15682557,14.6,10.362325
0000016,9,6,0.31946468,0.09433746,0.61569285,-3.1583931,-47.720108,-0.403029,170.83333,66.42414
0000016,10,6,0.8989843,0.36999893,0.12199436,-1.483893,-18.810123,-0.296925,4.1666665,2.7141604
0000016,11,5,0.865407,0.79255295,0.34347397,-10.647911,-52.59492,-0.47589293,68.4,32.400616
0000016,12,6,0.9062004,0.2899475,0.43177736,-16.594503,-61.729843,-0.26727748,32.666668,8.310636
0000016,13,6,1.4261847,0.32326508,0.36576188,-12.507527,-53.719402,-0.43341687,52.166668,43.801445
0000016,14,11,1.5625076,0.363945,0.8108424,-18.629705,-59.25131,-0.37344387,38.545456,18.69419
0000016,15,14,2.2004662,0.68463516,0.7958666,-26.414747,-54.72622,-0.50361645,31.857143,29.744701
0000016,16,9,0.3768921,0.3533144,0.003969386,-6.0401306,7.861021,0.22058815,1.1111112,0.33333334
0000016,17,10,0.82159805,1.8851938,0.24532521,20.016197,-1.4603722,0.42314968,6.8,5.846176
0000017,0,64786,25.927197,26.71766,0.959639,1.505053,0.030913513,0.26798806,4.0566635,5.919267
0000017,1,536,30.34445,19.925037,1.6213462,12.7197075,-35.696026,0.074857965,17.61194,7.610775
0000017,2,11,0.6340418,2.3142653,0.22282048,13.1740055,-13.641297,0.06598756,3.2727273,2.101947
0000017,3,7,0.25339222,0.34594154,0.24332651,11.976908,-17.50485,-0.009707825,3.0,1.5275252
0000017,4,11,1.243134,0.9889555,0.24754974,6.9235554,-15.449161,-0.104058765,8.272727,9.045341
0000017,5,13,2.6479874,1.0255909,0.0802515,3.8196795,-17.240702,-0.23809616,2.5384614,0.5188745
0000017,6,14,3.1721132,0.7388344,0.065945,0.7436943,-17.470665,-0.30262882,2.357143,0.49724516
0000017,7,5,0.09661102,0.03444767,0.2664374,-1.7193712,-14.357074,-0.12138532,21.6,18.201649
0000017,8,7,0.8107543,0.9290104,0.26306915,-2.4357522,-15.739836,-0.25572845,13.571428,9.034326
0000017,9,7,1.2023249,1.8420105,0.7046857,-9.827228,-54.22204,-0.9092776,89.42857,67.507675
0000017,10,9,1.2637768,0.27586746,0.8355186,-16.01781,-62.231613,-0.7382167,33.22222,11.6809435
0000017,11,12,2.0799122,0.2558174,0.84683406,-24.917925,-59.09517,-0.8854556,28.75,11.298633
0000017,12,16,2.7861948,2.5442371,0.25805503,-4.927844,-13.579808,-0.27931115,2.8125,2.1045585
0000018,0,64608,22.621523,26.579819,0.8039151,1.4669993,-0.09027323,0.26278386,3.9953876,6.0034695
0000018,1,8,0.99255085,1.0201511,0.031854503,-5.8134203,7.3896375,0.11718144,1.0,0.0
0000018,2,213,17.935085,0.8537121,0.33769926,1.862869,11.307372,0.4104171,4.0422535,1.1130015
0000018,3,7,1.3268566,1.5017672,0.017989159,28.153383,15.714317,0.7297402,13.428572,2.572751
0000018,4,5,1.3118639,0.2273655,0.0070824623,13.869818,7.741399,0.50497663,2.6,0.5477226
0000018,5,8,1.2005081,1.3866787,0.01419282,33.190342,13.115975,0.78659576,10.25,3.0589447
0000018,6,7,1.121315,1.7309527,0.34108496,50.621273,-8.046894,0.8333658,14.714286,2.8115408
0000018,7,7,0.39022923,0.18485737,0.21134064,13.3783245,-12.817836,0.038560975,4.285714,4.029652
0000018,8,14,0.46182632,0.4501152,0.62757367,22.053934,-24.076977,0.26019305,18.928572,5.356007
0000018,9,518,27.01182,22.726316,1.3942256,9.790559,-33.60162,-0.047775075,16.930502,6.600436
0000018,10,5,0.84812737,0.14188385,0.4394681,-17.440641,-64.11638,-0.7295683,28.6,9.502631
0000018,11,6,0.7557101,0.71740246,0.0036959052,-4.428298,-16.237064,-0.3166148,2.6666667,0.5163978
0000018,12,6,0.17981482,0.13355923,0.1780877,-4.5443954,-13.7284355,-0.1633468,14.666667,17.00196
0000018,13,5,0.92344475,0.0810318,0.46054626,-26.371063,-61.921986,-0.9165921,33.2,20.154404
0000018,14,22,1.7537537,4.242728,0.32545796,-6.3591385,-11.983707,-0.21120992,2.2272727,0.86914396
0000018,15,5,0.1474104,0.14161015,0.20441782,-8.152452,-15.065924,-0.21947095,7.4,5.1283526
0000020,0,64684,21.80757,25.036076,0.8091234,1.5547038,-0.19014552,0.27260956,3.875997,5.879217
0000020,1,5,0.114046335,0.045820236,0.20434925,-3.9501634,-16.41396,-0.1835595,11.8,4.9699097
0000020,2,10,0.78094244,0.9892254,0.21842848,-6.4318414,-16.64851,-0.30151337,5.6,3.1692972
0000020,3,6,0.21446228,0.20520067,0.0048338547,-5.4888763,7.2876015,0.07810997,1.0,0.0
0000020,4,100,7.9640503,4.3738785,0.1402338,-1.9002484,12.677746,0.24404922,2.88,0.9132028
0000020,5,202,18.365835,4.594471,0.28165054,2.1796532,11.437871,0.26396912,3.0643563,1.0700895
0000020,6,309,22.375118,10.491272,0.28444266,5.5242352,8.663231,0.27517045,3.381877,1.305506
0000020,7,24,3.0192556,1.5186758,0.06639229,-4.2170615,14.72338,0.25843525,2.75,0.7372098
0000020,8,28,4.444073,1.0811787,0.09416717,6.570788,23.160034,0.43009022,10.428572,4.2376494
0000020,9,7,1.0093822,0.7887883,0.010098308,17.691381,7.824569,0.47152713,2.142857,0.69006556
0000020,10,9,0.103515625,1.7928233,0.23600751,37.015396,-2.9021122,0.8102967,9.666667,6.461424
0000020,11,20,0.8026924,2.7908978,0.2441101,36.30727,-6.3107595,0.83031654,11.1,4.1026306
0000020,12,10,0.4960022,1.5098267,0.23596722,35.489937,-9.637767,0.78053033,12.1,6.52261
0000020,13,14,1.0025482,2.9548025,0.24956876,34.56132,-12.908388,0.76444095,12.571428,3.1796052
0000020,14,7,1.5775661,0.44917965,0.19704324,24.90234,-15.264628,0.66494983,15.571428,5.5933633
0000020,15,322,9.60097,24.703875,0.58469987,15.974137,-20.690731,0.4223363,16.114906,9.162559
0000020,16,17,1.4758959,3.9560652,0.0931276,13.279931,-12.03355,0.1706328,3.2941177,0.58786756
0000020,17,5,0.80282974,1.0247955,0.031114943,10.907394,-15.439783,0.08158025,3.6,0.5477226
0000020,18,7,0.15227461,0.088401794,0.24966638,6.84749,-12.395724,0.15025833,14.571428,11.501553
0000020,19,9,0.7765055,2.1252785,0.28314164,10.301034,-39.32875,0.2335759,16.555555,5.1017427
0000020,20,16,1.6017723,5.130787,0.3682261,8.821121,-44.111095,0.14220166,19.625,5.2646623
0000021,0,63918,18.729519,23.200706,2.3968,1.5620286,-0.14262655,0.26442364,4.016959,6.2840166
0000021,1,5,0.14906502,0.22917461,0.0015197694,-4.930626,6.4348307,0.063461125,1.0,0.0
0000021,2,454,18.956951,20.861717,0.24356216,6.977138,4.069905,0.23423554,5.072687,1.614368
0000021,3,5,0.16473532,0.1843853,0.026925065,-5.8028193,7.2962403,0.07370243,1.0,0.0
0000021,4,264,20.647594,6.183288,0.40458256,3.727461,11.20602,0.2388413,3.030303,1.0239668
0000021,5,169,18.845686,3.2690668,0.31751335,1.971718,14.438347,0.24128276,3.2011833,0.89029074
